environment,replication,RAC_HRP,HRP_static,HRP_periodic_3,EW,ERC
A_iid_gaussian,81,-0.26525435316574164,-0.2955277316491477,-0.29130862549349273,-0.5045422748177347,-0.41538132269369393
A_iid_gaussian,82,-1.057589674199443,-1.0177372343439153,-1.0117159720913134,-1.039450720774974,-1.003473998656936
A_iid_gaussian,83,-0.7340035077106464,-0.6925075628202092,-0.7320463868904034,-0.6334293348305265,-0.6889700720214195
A_iid_gaussian,84,-0.01865570777697075,-0.05284130282071379,-0.042570716449209074,-0.22882945480906328,0.0007849894910140254
A_iid_gaussian,85,-0.37587921788180517,-0.36549688787600676,-0.4320598470869162,-0.25242270561339825,-0.29817460005740865
A_iid_gaussian,86,-0.7392295173807311,-0.7959829448663552,-0.7263602569229686,-0.7191350322743464,-0.831454462121201
A_iid_gaussian,87,-0.3378581583249084,-0.3066594137925714,-0.33210778016946096,-0.13344133576305053,-0.3154393531330405
A_iid_gaussian,88,-0.2888619848426605,-0.2948176859889814,-0.2978381795994578,-0.2361989552880525,-0.20844635538100523
A_iid_gaussian,89,-0.6066775055682299,-0.5874167223297432,-0.5922635566552037,-0.3925520697193357,-0.5010547483943543
A_iid_gaussian,90,-0.1485335288686778,-0.12293526706211298,-0.14691218589383384,-0.15272253504970454,-0.1437736339769704
A_iid_gaussian,91,-0.605939103170149,-0.6120988669508476,-0.5421592299363962,-0.39869241065359173,-0.5483517887519822
A_iid_gaussian,92,-0.763203954017714,-0.7922388652673721,-0.7732646470105028,-0.7733766211421528,-0.7460195823790429
A_iid_gaussian,93,-0.48432487955092657,-0.5206799138437104,-0.5505411256714358,-0.6797209494723693,-0.6205447415191451
A_iid_gaussian,94,0.3348930454228993,0.39834965008866696,0.3733897675999607,0.2627364362357224,0.3337763698975183
A_iid_gaussian,95,-0.3431323273073073,-0.352448228444301,-0.3164412936818322,-0.10519669425194741,-0.1683351275717642
A_iid_gaussian,96,-0.26439696744976,-0.3522820036609867,-0.27432531680588584,-0.33028274907763017,-0.4077792395070193
A_iid_gaussian,97,0.7155095422924551,0.6482510409026482,0.7168059854061272,0.40550853782170615,0.6116702460110282
A_iid_gaussian,98,-0.8610012505592998,-0.8616172255352263,-0.8676277996313527,-0.6397579634071956,-0.7159271707324243
A_iid_gaussian,99,-0.4695533031815397,-0.4864934745385467,-0.4068890325923484,-0.6965042775691622,-0.605209178749282
A_iid_gaussian,100,-0.32051744483393946,-0.28923053977846064,-0.2540234405434774,-0.22734585462762566,-0.1867451389299103
A_iid_gaussian,101,-1.175445762564864,-1.1867894734842488,-1.1621651296590836,-0.7135363907855785,-0.9226735041913142
